Question,Label
What actions can the Office of Civil Rights and Title IX Compliance take based on the results of the initial inquiry in the Northwestern University policy?,1
What are the possible next steps outlined in the Northwestern University Policy when a case falls within its scope? ,1
What factors does the Office of Civil Rights and Title IX Compliance consider when determining whether to conduct an Administrative Review under the Policy? ,1
What actions may be included in an Educational Response according to the Northwestern University Policy? ,1
When does the Office of Civil Rights and Title IX Compliance decide to conduct an Administrative Review under the Policy?,1
What circumstances may warrant an extension of the timeframe for conducting a review under Northwestern University Policy?,1
"What is Alternative Resolution, and under what conditions can parties choose to engage in it?",1
What are the key components that must be disclosed to parties interested in Alternative Resolution?,1
What are the implications if a party withdraws from the alternative resolution process?,1
Who is responsible for determining the appropriateness of Alternative Resolution under Northwestern University Policy?,1
What factors are considered when determining if alternative resolution is appropriate at Northwestern University?,1
What are some examples of resolution terms that can be obtained through Facilitated Agreements at Northwestern University?,1
Are agreements reached through alternative resolution final and appealable at Northwestern University?,1
Who is responsible for assigning facilitators for the alternative resolution process at Northwestern University?,1
What information must be included in the written notice provided to the parties before the Formal Resolution process begins at Northwestern University?,1
What happens if new allegations arise during an investigation that were not initially included in the notice?,1
How does the process work if a respondent accepts responsibility for prohibited conduct during an investigation?,1
What options are available if a complainant wishes to withdraw a complaint before the investigation concludes?,1
Who conducts investigations under the direction of the Office of Civil Rights and Title IX Compliance?,1
Can the University consolidate or sever the investigation and/or sanctioning of multiple complaints involving the same respondent?,1
What evidence is gathered during the investigation process as per Northwestern University Policy?,1
How are allegations presented and evidence provided by the Complainant and Respondent handled during the investigation?,1
Are Parties or Witnesses required to participate in the investigation according to Northwestern University Policy?,1
"What is the protocol for recording interviews during the investigation, and how are corrections addressed?",1
How are potential witnesses identified and selected for interviews in accordance with Northwestern University Policy?,1
What procedures are followed by the investigator(s) when meeting with parties and witnesses during the investigation process?,1
"How is the preliminary investigative report prepared, and what information does it contain?",1
What are the guidelines for parties to provide feedback on the preliminary investigative report?,1
What actions are taken by the investigator(s) based on the feedback provided by the parties?,1
What are the limitations and restrictions on parties in terms of reviewing and accessing the investigative reports?,1
What is the process for generating the final investigative report at Northwestern University based on the extract provided?,1
How is the determination of responsibility for a violation of the Policy made by the Investigator(s) at Northwestern University?,1
What actions are taken by Northwestern University if no violation has been found in a case according to the policy extract?,1
What are the objectives of the decision maker for sanctions when a violation has been found at Northwestern University?,1
How are sanctions recommended and/or determined for student Respondents in case of a policy violation at Northwestern University as per the provided information?,1
What procedures are set forth in the Student Handbook for determining sanctions and corrective actions for violations of Northwestern University policies?,1
Who is responsible for deciding what sanctions or corrective actions should be imposed on staff Respondents in the event of a policy violation?,1
What steps are taken by the Office of Civil Rights and Title IX Compliance when a policy violation is found involving faculty Respondents?,1
How are sanctions and corrective actions determined for Respondents holding any other status at Northwestern University?,1
"In cases related to alleged sexual assault, stalking, or dating/domestic violence, what information is provided to the Complainant regarding sanctions imposed on the Respondent?",1
What grounds are considered valid for an appeal related to Northwestern University Policy?,1
How many calendar days are allowed for submitting an appeal after receiving written notification of findings or sanctions?,1
Who has the authority to decide whether sanctions shall be implemented or stayed pending resolution of an appeal?,1
To whom should any appeal related to Northwestern University Policy be electronically submitted?,1
Who will handle an appeal of a complaint against a faculty member according to Northwestern University Policy?,1
What is the process for appealing a complaint against a staff member at Northwestern University?,1
Who is responsible for addressing appeals of complaints against students at Northwestern University?,1
What is the timeframe for issuing a written decision regarding an appeal at Northwestern University?,1
What are the roles and responsibilities of Confidential Resources at Northwestern University?,1
Under what circumstances are Confidential Resources at Northwestern University obligated to disclose reports of sexual misconduct?,1
"What services does CARE provide to students impacted by sexual violence, relationship violence, or stalking?",1
How can students access counseling services at CAPS?,1
What resources does the Faculty Wellness Program offer to faculty members for personal and professional concerns?,1
How can faculty and staff access confidential crisis intervention and short-term counseling through the Employee Assistance Program?,1
Who can provide spiritual guidance to students and other members of the University community through Religious & Spiritual Life at Northwestern University?,1
What confidential and informal assistance does the Office of the Ombudsperson at Northwestern University provide?,1
Can the hotlines listed offer information on local hospitals and victim advocate availability?,1
What services are provided by the Center on Halsted for LGBTQ individuals?,1
What types of services does Resilience (formerly known as Rape Victim Advocates) offer survivors and friends/partners of survivors?,1
What support services are available for survivors of dating/domestic violence at the YWCA-Evanston?,1
"What services does Mujeres Latinas en accion offer, and where are they located?",1
What services are provided by Greenlight Family Services for survivors of violence?,1
What types of assistance does KAN-WIN offer to Asian-American or Asian immigrant survivors of sexual and/or domestic violence?,1
What services are included in the offerings of the DC Rape Crisis Center?,1
What services are provided by Survivors' Pathway in Miami?,1
What medical services are available on or near the Evanston and Chicago campuses?,1
Are evidence collection kits provided at Northwestern University Health Service?,1
Who can provide support services in case of sexual misconduct at NorthShore University Health System/Evanston Hospital?,1
Which hospitals provide evidence collection kits at no charge in case of an emergency?,1
Are all staff in University Health Services and Office of Health Promotion and Wellness considered confidential resources?,1
What are the legal obligations of medical personnel regarding reporting injuries related to criminal offenses at Northwestern University?,1
"Where can individuals seek medical services near the Miami, Florida campus for evidence collection kits after experiencing sexual assault?",1
campus for evidence collection kits for survivors of sexual misconduct?,1
Where can individuals access medical services near the San Francisco campus for evidence collection kits and additional/follow-up services after experiencing sexual assault?,1
Why does Northwestern University strongly encourage individuals who have experienced sexual misconduct to preserve physical evidence to the greatest extent possible?,1
What are the general physical evidence preservation suggestions for incidents of sexual misconduct according to Northwestern University's policy?,1
"What specific actions should individuals take if they suspect their drink may have been drugged, as advised by Northwestern University's policy?",1
"Why is it recommended to preserve evidence of electronic communications in cases of sexual misconduct, according to Northwestern University's policy?",1
What are the physical evidence preservation suggestions specific to sexual assault mentioned in Northwestern University's policy?,1
"Under Illinois law, how are the costs for emergency medical or forensic examination covered for victims of sexual violence as stated in Northwestern University's policy?",1
What standards are community members and the University expected to uphold regarding Northwestern University Policy?,1
"What kind of training, awareness, and prevention programs does Northwestern University offer to address discrimination, harassment, and sexual misconduct?",1
What requirements does the City of Chicago have for sexual harassment prevention training for employees and supervisors at Northwestern University?,1
What are the options and resources available at Northwestern University for individuals who have experienced sexual misconduct?,1
"What steps can individuals take if they have experienced sexual misconduct at NU-Q Campus in Qatar, particularly in seeking medical attention?",1
What confidentiality laws and regulations should survivors inquire about regarding healthcare providers at Northwestern University in Qatar?,1
What are the nearest hospitals to the Northwestern University in Qatar campus for individuals who have been sexually assaulted?,1
What confidential resources are available on campus for Northwestern University in Qatar students who have experienced sexual assault?,1
How can survivors access off-campus resources for counseling and support related to sexual misconduct?,1
Are emergency contraception and rape evidence collection available in Qatar for survivors of sexual violence?,1
What are some contact numbers for hospitals and centers with physical and mental health resources available according to Northwestern University Policy?,1
"What are the available resources for counseling, psychological services, and shelters for women and children as mentioned in the Northwestern University Policy?",1
What advice does Northwestern University Policy give regarding survivors of sexual violence seeking assistance from private service providers?,1
"According to Northwestern University Policy, what is the role of survivors when it comes to reporting sexual assault to the police?",1
How does Northwestern University Policy address reporting sexual misconduct to the Office of Civil Rights and Title IX Compliance?,1
What is the obligation of all Northwestern University employees and graduate students with teaching or supervisory authority regarding reporting sexual misconduct?,1
What types of support services are available for individuals involved in an incident of sexual misconduct at Northwestern University?,1
What steps does Northwestern University encourage individuals to take in order to preserve evidence related to an incident of sexual misconduct?,1
What considerations should individuals in Qatar keep in mind regarding forensic evidence for a conviction of rape?,1
Can an individual receive support services at Northwestern University even if they choose not to participate in the Complaint Resolution Process?,1
What actions should be taken if there is suspicion that a drink may have been drugged according to Northwestern University Policy?,1
Why is it recommended to inform a medical assistance provider and/or police as soon as possible in case of a suspected drugged drink at Northwestern University?,1
What steps should individuals take if they suspect they may have been drugged based on the Northwestern University Policy?,1
"Why is it important not to shower, brush teeth, or wash clothes if there is a suspicion of a drugged drink according to the Northwestern University Policy?",1
What evidence preservation recommendations are provided by Northwestern University in case of suspected drink tampering?,1
What is the purpose of the Northwestern University Policy on Human Research Protection Program Compliance?,1
Who is the intended audience for the Northwestern University Policy on Human Research Protection Program Compliance?,1
"How does the policy define a ""Human Subject"" in the context of research?",1
What is the role of the Institutional Review Board (IRB) according to the policy?,1
How can concerns about the conduct of Human Subject Research at Northwestern University be reported according to the policy?,1
What is the responsibility of the IRB Office and IRB in relation to investigating noncompliance in Human Subject Research at Northwestern University?  ,1
"Who has the authority to impose additional corrective actions, including barring individuals from conducting Human Subject Research at the university?  ",1
What are some of the units at Northwestern University that the IRB Office coordinates with to ensure compliance in Human Subject Research activities?  ,1
How does the Office for Research Integrity contribute to ensuring compliance and correcting noncompliance within the research community at Northwestern University?  ,1
What external regulations and internal policies are referenced in the document related to the protection of human subjects and research integrity at Northwestern University?,1
What are the contact numbers for inquiries regarding the Human Research Protection Program Compliance Policy at Northwestern University? ,1
How can individuals contact the IRB Office regarding policy questions? ,1
When was the original effective date of the Human Research Protection Program Compliance Policy at Northwestern University? ,1
When were the most recent policy reviews conducted for the Human Research Protection Program Compliance Policy at Northwestern University? ,1
What is the Policy URL for the Human Research Protection Program Compliance Policy at Northwestern University?,1
"What are the repositories and retention periods for undergraduate, graduate, and professional student-related academic records at Northwestern University?",1
"How are admissions records handled for applicants who do not enroll, whether accepted or rejected?",1
Where can non-student-related records be found within the appropriate departments at Northwestern University?,1
What is the retention period for alumni relations and development records at Northwestern University?,1
Which department at Northwestern University is responsible for maintaining records related to environmental health and safety?,1
What are the insurance policies at Northwestern University?,1
How does Northwestern University handle patents and trademarks?,1
What is the retention duration for academic records at Northwestern University?,1
Who should be contacted in case of uncertainty regarding records subject to legal hold at Northwestern University?,1
What is the official repository for academic records at Northwestern University?,1
What is the duration for which Academic Records of Student Athletes are retained by the Department of Athletics and Recreation? ,1
How long does the Department of Athletics and Recreation retain Admissions Information for Student Athletes who are enrollees versus non-enrollees?,1
"What is the duration for which Change of Course Forms for Continuing Education, Summer Sessions, and Extramural Studies are kept by the School of Continuing Studies?",1
For how long are Disciplinary Records kept by the Office of the Registrar?,1
How long are Financial Aid Records retained by the Office of Financial Aid for applicants who do not enroll versus applicants who enroll?,1
What is the duration for which Student Loan Records are kept after the loan has been closed?,1
How long are transcripts stored by the Office of the Registrar?,1
For how long are Tuition and Fee Charges retained by Student Financial Services?,1
What is the retention period for Withdrawal Authorizations/Leaves of Absence Form stored by the Office of the Registrar?,1
"How long are International Student Forms, including visa documentation, kept by the International Office?",1
What is the duration for retaining Grievances records based on cause findings at Northwestern University?,1
For how long are Tenure or Promotion Dossiers retained by the Office of the Provost at Northwestern University if tenure is approved and if it is denied?,1
Where are Trustee Decisions Regarding Academic Personnel and Designated Executives records kept at Northwestern University?,1
What is the duration for retaining Annual Financial Reports and Work papers on record at Northwestern University?,1
"How long are Banking Records, including Deposit and Withdrawal Records, retained at Northwestern University according to the policy?",1
- What is the duration for which Journal Entries and Back-up Documentation need to be retained according to Northwestern University policy?,1
- How long should Travel Reimbursements and Attachments be kept based on the university's policy?,1
- What is the retention period for Procurement Card Bank Statements with receipts and proof of reconciliation as per Northwestern University policy?,1
- How many years are University Audit Work Papers required to be retained according to the university's policy?,1
- What is the required retention period for Non-Academic Search and Hiring Forms specified in Northwestern University policy?,1
Which department at Northwestern University oversees the Alumni Records Office and Gift Records?,1
How long are hard copy records retained for at the Office of Alumni Relations and Development?,1
What is the duration for retaining Real Estate Gifts records at the Office of Alumni Relations and Development?,1
How long are Athletics Department Budget Statements/Records retained for?,1
What type of information is included in the Compliance records maintained by the Department of Athletics and Recreation?,1
What is the duration for maintaining Fitness Equipment Work Orders at Northwestern University? ,1
How long are Media Guides kept by the Department of Athletics and Recreation at Northwestern University?,1
For how many years are Membership Registration and Activity Forms kept by the Department of Athletics and Recreation at Northwestern University?,1
"What is the retention period for Ticket Office (credit card dispute records, deposit receipts/batches/CUFS charges) at Northwestern University?",1
How long are Lifeguard Certifications maintained by the Department of Athletics and Recreation at Northwestern University?,1
What is the duration for which Ticket Office Ticket Stubs are kept according to the Northwestern University Policy?,1
How long are Employee Service Records kept by the Office of Human Resources based on the policy?,1
What is the retention period for Annual University operating and capital budgets as per the policy?,1
For how long are Contracts and Agreements kept by the Facilities Management department in compliance with the policy?,1
"According to the Northwestern University Policy, how long are Incident Reports for Lasers retained by the Office for Research Safety?",1
What is the specified duration for maintaining Material Safety Data Sheets and records of the identity of a substance or agent by the Appropriate Department?,1
What is the duration for keeping Records Related to a Termination or Amended License by the Office for Research Safety?,1
"How long should Records of Occupational Exposure to Human Blood, Blood Products, or Other Potentially Infectious Human Materials be retained by the Office for Research Safety?",1
What is the permanent type of record related to the provisions of the radiation safety program maintained by the Office for Research Safety?,1
For how long should Records of tests for leakage or contamination of sealed sources be kept by the Office for Research Safety?,1
How long are training records for employees with occupational exposure to potentially infectious materials kept by the Office for Research Safety?,1
What is the duration for retaining trustworthiness and reliability of individual employee records as per the Office for Research Safety policy?,1
What is the timeframe for retaining Health Service Regulatory Required Medical Surveillance and Monitoring Records as per the Health Service policy?,1
"According to the HIPAA policy, for how long should policies, procedures, and assessments be retained by the appropriate school or department?",1
"How long are Employee Personnel Files, including application, resume, payroll, and corrective action documents, retained by the Office of Human Resources after separation?",1
What is the duration for retaining Workers' Compensation Claims and Insurance Policies according to Northwestern University Policy?,1
How long are Incident Reports and Accident Reports kept on record by the Office of Risk Management?,1
"What is the permanent duration for retaining Insurance Policies (Liability, Property, and Other Policies) as per the University Policy?",1
"According to the policy, how long should Patent and Trademarks records, such as Invention Disclosure with Signature, be kept by the Technology Transfer Program?",1
For how long are Appointment Forms retained by the Office of Human Resources based on the Northwestern University Policy?,1
What is the duration of retention for W4s according to Northwestern University Policy?,1
"How long should Property Damage Reports be kept by the University Police, if reportable under the Clery Act, as per the policy?",1
What is the duration for retention of Purchase Orders by the Office of The Controller based on the policy?,1
"According to Northwestern University Policy, how long should Planned Development Records be kept by Facilities Management?",1
For how long should Human Subject Records be retained by the Office of the Institutional Review Board as mandated by the policy?,1
What is the duration for retention of Research Misconduct Investigation Documents as per Northwestern University policy?,1
How long are Sponsored Program Documentation required to be kept according to the policy?,1
For how many years should Student Discipline Records be retained under Northwestern University policy?,1
"What is the retention period for Student Payroll Applications, Hires, and Evaluations based on the policy?",1
"Under Northwestern University policy, how long should Contracts for student organization events be kept after the end of the contract?",1
What is the timeframe for waivers for trips or risky activities at Northwestern University as per the Norris Center for Student Involvement policy?,1
How long should Excise Tax Returns be retained according to the Office of the Controller at Northwestern University?,1
Who is responsible for the storage and retention of Income Tax Returns at Northwestern University based on the policy?,1
"Which department at Northwestern University oversees the storage and retention of Information Returns such as 990, 1099, 8282, and 90.22 documents permanently?",1
What is the duration for retaining Sales Tax Returns at Northwestern University in accordance with the policy from the Office of the Controller?,1
What is the purpose of the policy related to lobbying and communications by faculty and staff with government officials at Northwestern University?,1
What are the reasons stated for implementing this policy at Northwestern University?,1
How does Northwestern University ensure compliance with relevant laws and regulations regarding lobbying activities?,1
Who is the responsible university official overseeing government relations according to the policy?,1
What limitations does Northwestern University face in terms of lobbying activities as outlined in the policy?,1
What is the purpose of Northwestern University Policy related to interactions with government officials and agencies?  ,1
Who approved the Northwestern University Policy on lobbying and communication with government officials?  ,1
Who needs to be aware of this policy according to the text extract?  ,1
How can faculty and staff request assistance from Northwestern's Office of Government Relations regarding government policies?  ,1
Where can the full policy document be accessed online?  ,1
What is the role of the Special Assistant to the President for Government Relations at Northwestern University? ,1
What types of questions can the Vice President & General Counsel of Northwestern University answer regarding policies and gifts to government officials? ,1
Which office at Northwestern University can provide clarification on contractual requirements of government grant contracts?,1
Who is responsible for answering questions about completing and submitting the Contact and Expense Reporting Form at Northwestern University? ,1
"According to the policy/procedures, who is authorized to speak for Northwestern University to government officials?",1
What is the process for faculty and staff to follow before contacting or responding to government officials?,1
What guidelines are in place for inviting government officials to campus or university events?,1
What is required in terms of reporting payments made by the university to membership organizations in relation to lobbying?,1
How does the university handle faculty or staff attendance at conferences with government officials in terms of lobbying activities?,1
What are the university's guidelines regarding grass-roots lobbying through petitions and letter-writing campaigns?,1
What is the process for Northwestern University faculty and staff to serve on government advisory panels or offer legislative testimony?,1
How should faculty and staff handle their personal or professional views when engaging in advisory panels or legislative testimony on behalf of Northwestern University?,1
What is the reporting requirement for contacts with Executive Officials or Administrative Agencies at Northwestern University?,1
Which forms should faculty and staff at Northwestern University use when interacting with government officials or agencies regarding University interests?,1
How does Northwestern University ensure compliance with applicable laws regarding lobbying expenses related to government contacts?,1
What forms are included in Appendix A related to government contact and expense reporting at Northwestern University?,1
What are the guidelines regarding personal communications with government officials as stated in the policy?,1
"Are faculty and staff required to report all communications with government entities, according to the policy?",1
How does the policy distinguish between political activity and lobbying activity in terms of regulations?,1
What is the protocol for faculty and staff offering gifts to government officials based on the Northwestern University policy?,1
- When is the next review date for Northwestern University Policy?,1
- How often are policies at Northwestern University typically reviewed?,1
- Are there specific procedures in place for policy review at Northwestern University?,1
- Who is responsible for overseeing policy changes at Northwestern University?,1
- Is the policy review process at Northwestern University transparent to the public?,1
What are the objectives of the Diverse Candidate Slates Policy at Northwestern University?,1
What is the purpose of requiring Diverse Candidate Slates for open staff positions at Northwestern University?,1
What are the protected characteristics that managers are prohibited from considering in hiring and promotion decisions at Northwestern University?,1
"How are ""Qualified"" or ""Qualified Candidates"" defined in the context of the Diverse Candidate Slates Policy at Northwestern University?",1
Who is responsible for determining whether a candidate is Qualified under the Diverse Candidate Slates Policy at Northwestern University?,1
What positions at Northwestern University are subject to the requirements outlined in the policy?,1
How is Northwestern University in Qatar treated in relation to this policy?,1
How are postdoctoral fellow and Research Associate recruitment and selection procedures handled under this policy?,1
What are the responsibilities of the Hiring Manager in relation to identifying Underrepresented Job Groups?,1
What are the expectations regarding the diversity of candidate slates in the recruitment process as per the policy?,1
What are some supporting practices implemented by the Office of Human Resources to form Diverse Candidate Slates at Northwestern University?,1
Under what circumstances may a waiver be requested by the hiring manager to proceed with the interview process without a Diverse Candidate Slate?,1
How does the Office of Human Resources determine waiver requests in terms of compliance with the policy?,1
What are the expectations for staffing and executive recruitment firms when engaging in a search on behalf of Northwestern University?,1
How does the policy address the inclusion of Underrepresented candidates in the candidate pool by staffing and executive search firms?,1
"What are the considerations that Northwestern University takes into account when evaluating firms in relation to diversity, equity, and inclusion policies?",1
"What training is required for hiring managers, search committee members, and individual interviewers before they can participate in a search at Northwestern University?",1
"How does Northwestern University define ""diverse perspectives"" in the context of search panels and committees?",1
What strategies can a search panel at Northwestern University use to incorporate diverse perspectives in recruitment and selection processes?,1
"How are employee promotions managed at Northwestern University to ensure transparency, equity, and fairness in the selection process?",1
What is the process for hiring managers and committees to partner with Talent Acquisition regarding targeted outreach to underrepresented populations at Northwestern University?,1
How can hiring managers and committees collaborate with Talent Acquisition to develop a recruitment strategy that includes outreach to both internal and external organizations for diverse candidate recruitment?,1
What are the requirements for documenting commitment to diverse candidate outreach in partnership with Talent Acquisition according to Northwestern University Policy?,1
"How does Talent Acquisition recommend a slate of Qualified Candidates for interview positions based on agreed minimum qualifications, including representation of underrepresented minorities and women?",1
What metrics will be analyzed and reported on by the Office of Human Resources in the quarterly impact analysis related to Northwestern University Policy on diversity hiring practices?,1
What criteria does Northwestern University use to define Race/Ethnicity in alignment with US Census categories?,1
How does Northwestern University define Underrepresentation in relation to Minorities and women in Job Groups?,1
What is the role of a Hiring Manager at Northwestern University in the recruitment process?,1
Can you explain the process of Promotion at Northwestern University and what it entails?,1
What is Reclassification in the context of job positions at Northwestern University?,1
What criteria define a reclassification of a position at Northwestern University?,1
When can a position with an incumbent employee be considered for reclassification?,1
What are the potential outcomes of a reclassification at Northwestern University?,1
Who is a Talent Acquisition Partner at Northwestern University and what are their responsibilities?,1
Where can inquiries about the reclassification policy and talent acquisition be directed at Northwestern University?,1
What is the purpose of the Policy on Conflict of Interest in Research at Northwestern University?,1
How does the policy aim to promote objectivity in research within the university's community?,1
Who is responsible for overseeing compliance with conflict of interest requirements at Northwestern University?,1
When was the Policy on Conflict of Interest in Research at Northwestern University first established?,1
What is considered a Financial Conflict of Interest according to the policy?,1
What falls under the definition of an Immediate Family Member according to Northwestern University Policy?,1
How does Northwestern University define Institutional Responsibilities in relation to an Investigator?,1
Who is considered an Investigator according to Northwestern University Policy?,1
What criteria define a Significant Financial Interest for an Investigator at Northwestern University?,1
What are the exceptions to the Significant Financial Interests as outlined in Northwestern University Policy?,1
What are the criteria for income sources that may create a conflict of interest at Northwestern University?,1
How is a Subrecipient defined in the context of sponsored programs at Northwestern University?,1
What are the guiding principles aimed at promoting objectivity in research at Northwestern University?,1
"Who is subject to the training, disclosure, review, and management requirements of the Conflict of Interest Policy at Northwestern University?",1
In what circumstances must faculty and staff comply with both Northwestern's Conflict of Interest Policy and Conflict of Commitment Policy?,1
What Significant Financial Interests must Investigators disclose?,1
Who is considered an Investigator according to the Policy?,1
When are Investigators required to disclose Significant Financial Interests?,1
How are disclosures of Significant Financial Interests reviewed?,1
What additional relationships or activities may Investigators be asked about for disclosure purposes?,1
What factors are considered during conflict of interest reviews for Investigators at Northwestern University?,1
When are Significant Financial Interests referred to the applicable School for review and disposition?,1
Who is responsible for conducting reviews for Investigators whose primary appointment is in a University Research Center at Northwestern University?,1
What is the timeframe within which reviews and determinations must occur for new projects or the addition of new Investigators to existing projects at Northwestern University?,1
At what point can individual matters or reviews be referred to the Conflict of Interest Oversight Committee at Northwestern University?,1
What is the timeline for reviewing and determining undisclosed Significant Financial Interests at Northwestern University?,1
What entities at Northwestern University are responsible for developing conflict of interest management plans?,1
What are some examples of strategies included in conflict of interest management plans at Northwestern University?,1
Who is in charge of making Financial Conflict of Interest determinations and implementing conflict of interest management plans at Northwestern University?,1
How does Northwestern University ensure that conflict of interest management strategies are sufficient to protect the rights and welfare of human research participants?,1
What is the process for reviewing Investigator conflict of interest management plans at Northwestern University?,1
How is an organizational conflict of interest addressed at Northwestern University?,1
Where can one find information on appealing determinations regarding Financial Conflicts of Interest or conflict of interest management at Northwestern University?,1
How does NUCOI handle external conflict of interest reporting for Northwestern University?,1
What are the requirements for Northwestern University regarding applying conflict of interest requirements to subrecipients?,1
What are the requirements for subrecipients collaborating with Northwestern University in terms of conflict of interest policy?,1
What are the examples of noncompliance with Northwestern University's conflict of interest policy?,1
What disciplinary actions may be taken for investigator noncompliance with the conflict of interest policy?,1
What is the timeline for conducting a retrospective review of an investigator's research activities in cases of noncompliance involving Financial Conflict of Interest?,1
What documentation is required for the retrospective review of a Financial Conflict of Interest involving Northwestern University research activities?,1
What are the specific requirements for Investigators regarding disclosing Financial Conflict of Interest in public presentations of research results related to PHS-funded clinical research?,1
How is access to information collected in connection with the Northwestern University Policy on Conflict of Interest limited and shared?,1
"What are the responsibilities of Investigators in ensuring research design, conduct, and reporting are free from bias resulting from conflicts of interest?",1
What is the role of Northwestern's Conflict of Interest Office (NUCOI) in overseeing and implementing conflict of interest policies and procedures at the University?,1
"How does NUCOI administer conflict of interest training and disclosure requirements University-wide, and what actions does it take in relation to research activities?",1
What is the responsibility of Schools at Northwestern University regarding conflicts of interest related to research projects?,1
How are Investigators' Significant Financial Interests reviewed for conflict of interest concerns at Northwestern University?,1
What role does the Conflict of Interest Oversight Committee (COIOC) play in handling conflicts of interest at Northwestern University?,1
Who is involved in the COIOC at Northwestern University and what is its main function?,1
What is the purpose of the Staff Conflict of Interest Committee at Northwestern University and how does it interact with other committees?,1
What is the email address for inquiries regarding Northwestern University Policy? ,1
When was the Department of Energy Interim Conflict of Interest Policy first established? ,1
When was the latest amendment made to the Policy? ,1
When is the next scheduled review date for the Policy? ,1
What is the Policy URL for Northwestern University?,1
What are the considerations and regulations around personal benefit for faculty and staff making gifts to Northwestern University?,1
How should faculty and staff route their donations through Northwestern University's Gift and Record Services?,1
"What is the requirement for faculty and staff members when making gifts equal to or greater than $2,500?",1
Which individuals have the authority to issue a gift receipt for tax purposes at Northwestern University?,1
What types of gifts are excluded from the requirement of providing a statement that the gift is not being used for personal benefit?,1
What are the key components that Northwestern University schools and departments must include in their Identity Theft Prevention Programs?,1
What is the goal of an effective Identity Theft Prevention Program at Northwestern University?,1
"What regulatory requirement mandates financial institutions and creditors, including universities like Northwestern University, to develop and implement an identity theft prevention program?",1
When is a school or department at Northwestern University subject to the FTC Red Flags Rule regarding identity theft prevention?,1
"Apart from covered accounts, what is the responsibility of Northwestern University schools and departments regarding the protection of personal identifying information?",1
What is the primary purpose of Northwestern University's Identity Theft Prevention policy? ,1
Who is responsible for approving the Identity Theft Prevention policy at Northwestern University? ,1
What are the key components of the identity theft prevention program established by University schools and departments? ,1
How does Northwestern University aim to prevent unauthorized and fraudulent use of personal identifying information? ,1
Why is it important for employees and contractors at Northwestern University to receive training related to identity theft prevention?,1
Who needs to know the Northwestern University Policy on identity theft prevention? ,1
What is the purpose of the Identity Theft Prevention Program at Northwestern University? ,1
What are some examples of personal identifying information as defined by the university policy? ,1
How can a school or department customize its Identity Theft Prevention Program? ,1
Who are considered service providers under the university's policy on identity theft prevention?,1
What steps are outlined in the Identity Theft Prevention Program at Northwestern University to secure personal identifying information?,1
What are examples of sensitive information that must be secured according to the Northwestern University Policy?,1
What are the best practices mentioned for securing paper documents under the Northwestern University Policy?,1
How should personal identifying information in electronic format be protected according to the Northwestern University Policy?,1
What procedures are in place for identity verification under the Northwestern University Policy?,1
How can an individual demonstrate authorization to access an existing account at Northwestern University? ,1
What methods are suggested for verifying someone's identity when opening a new account at Northwestern University? ,1
How does Northwestern University recommend verifying the identity of an account holder for existing accounts? ,1
What are the best practices for service provider compliance with the Identity Theft Prevention Guidelines at Northwestern University? ,1
What is the importance of identifying Red Flags related to identity theft at Northwestern University?,1
What steps should a school or department take to review Red Flags and assess risks for the accounts they are responsible for?,1
How should applicable Red Flags be included in a school's Identity Theft Prevention Program documentation?,1
Why is it important to describe each applicable Red Flag in detail using language easily understood by employees and contractors?,1
"What are the sections in which the FTC-defined Red Flags are grouped, and what is the additional category added in the university's policy?",1
What actions or inconsistencies related to documents and personal identifying information could indicate potential identity theft based on the policy?,1
What are some indicators of fraudulent activity related to personal identifying information based on Northwestern University's policy?,1
How does the university handle situations where personal identifying information provided is not consistent with what is on file?,1
What are some examples of unusual use of a covered account that may raise suspicions of fraudulent activity according to the policy?,1
In what circumstances does the policy state that notification regarding possible identity theft should be provided to the university?,1
How does the policy suggest incorporating past incidents of identity theft into the identification of red flags by schools and departments at Northwestern University?,1
What methods of identity theft risks have been identified by Northwestern University according to the text extract?,1
How are Red Flags defined in the identity theft prevention guidelines at Northwestern University?,1
What are the actions that an employee should take if they suspect fraudulent activity involving personal identifying information at the university?,1
What steps should a school or department at Northwestern University take when executing an incident response plan for suspected identity theft?,1
Who should be contacted within the organization when a potential Red Flag is detected regarding identity theft at Northwestern University?,1
What should be the role of the University Police Department in responding to an Information Security Incident at Northwestern University?  ,1
What are some of the additional incident response steps that may be taken to protect the account holder and the University as outlined in the Northwestern University Policy?  ,1
What actions are considered appropriate to take in response to a suspected fraudulent transaction according to the policy?  ,1
